,Name,Psychometrics,Presentation,Date,Location
10,BURTIE CLUBLEY,53/100,19/32,2019/02/27,London Academy
11,ERMENTRUDE LARROSA,56/100,18/32,2019/02/27,London Academy
12,MOE FINNIE,60/100,25/32,2019/02/27,London Academy
13,KIRSTEN GRAVELL,49/100,20/32,2019/02/27,London Academy
14,LYDIE BROADFIELD,58/100,15/32,2019/02/27,London Academy
15,KYLA CHADBURN,53/100,23/32,2019/02/27,London Academy
16,ASHLEY DEMPSEY,67/100,19/32,2019/02/27,London Academy
17,VERINE DARTER,63/100,18/32,2019/02/27,London Academy
18,ZANETA ROWBOTTOM,59/100,19/32,2019/02/27,London Academy
19,KENDAL TIMMENS,52/100,20/32,2019/02/27,London Academy
20,ILAIRE ORD,51/100,18/32,2019/02/27,London Academy
21,STANFIELD COLLISON,54/100,17/32,2019/02/27,London Academy
22,MARIANNE PIETRUSZKA,60/100,21/32,2019/02/27,London Academy
23,CARMEL RISHWORTH,56/100,20/32,2019/02/27,London Academy
24,JASPER MOEHLE,55/100,16/32,2019/02/27,London Academy
25,IDALINE GADEAUX,56/100,18/32,2019/02/27,London Academy
26,ADOLPH ANDREIA,56/100,23/32,2019/02/27,London Academy
27,RHODA DRINKELD,40/100,20/32,2019/02/27,London Academy
28,ROBBYN SHEARMUR,63/100,13/32,2019/02/27,London Academy
29,CORETTE GISLEBERT,54/100,23/32,2019/02/27,London Academy
30,SAMPSON PRETTEJOHNS,57/100,23/32,2019/02/27,London Academy
0,INGELBERT CLENCH,57/100,19/32,2019/06/27,Birmingham Academy
1,OLWEN NIXON,34/100,17/32,2019/06/27,Birmingham Academy
2,AGUIE MORRAD,54/100,20/32,2019/06/27,Birmingham Academy
3,ALANAH MATFIN,52/100,25/32,2019/06/27,Birmingham Academy
4,DODIE MCGOWRAN,52/100,24/32,2019/06/27,Birmingham Academy
5,RAYSHELL LINCE,48/100,15/32,2019/06/27,Birmingham Academy
6,AURORA JIMSON,57/100,22/32,2019/06/27,Birmingham Academy
7,ZACHARIE BANN,57/100,19/32,2019/06/27,Birmingham Academy
8,SAVINA PHYTHIEN,65/100,20/32,2019/06/27,Birmingham Academy
9,GERLADINA GANNON,49/100,22/32,2019/06/27,Birmingham Academy
10,KACEY SMURTHWAITE,66/100,18/32,2019/06/27,Birmingham Academy
11,CALV SILVERMAN,48/100,26/32,2019/06/27,Birmingham Academy
12,KARNEY TALLBOY,48/100,21/32,2019/06/27,Birmingham Academy
13,TITUS DECHELLE,48/100,14/32,2019/06/27,Birmingham Academy
14,OSBOURNE WITHERDON,51/100,15/32,2019/06/27,Birmingham Academy
15,ROBENIA LANDOR,53/100,16/32,2019/06/27,Birmingham Academy
16,BARBETTE SORTON,58/100,15/32,2019/06/27,Birmingham Academy
17,CARI BRADLAUGH,53/100,19/32,2019/06/27,Birmingham Academy
18,TEODORO MCCHESNEY,47/100,26/32,2019/06/27,Birmingham Academy
19,BURGESS ORCHART,49/100,24/32,2019/06/27,Birmingham Academy
20,ROCKWELL GUTTERIDGE,54/100,21/32,2019/06/27,Birmingham Academy
21,DUNSTAN TERESSE,49/100,23/32,2019/06/27,Birmingham Academy
22,MISCHA OSGAR,52/100,13/32,2019/06/27,Birmingham Academy
23,DEAN DUCHANT,56/100,25/32,2019/06/27,Birmingham Academy
24,DERREK SCARCE,56/100,18/32,2019/06/27,Birmingham Academy
25,EIMILE SANPER,61/100,20/32,2019/06/27,Birmingham Academy
26,DULSEA WESTFALEN,69/100,22/32,2019/06/27,Birmingham Academy
27,CARLY ASSANDRI,62/100,23/32,2019/06/27,Birmingham Academy
28,TREMAIN BAROSCH,59/100,16/32,2019/06/27,Birmingham Academy
29,BELIA LOSSELJONG,52/100,24/32,2019/06/27,Birmingham Academy
30,ROSENE YEARNSLEY,66/100,18/32,2019/06/27,Birmingham Academy
0,FRANCISKUS LETHARDY,55/100,20/32,2019/03/27,London Academy
1,FRANKIE MABEE,55/100,22/32,2019/03/27,London Academy
2,FERDIE GLYNE,64/100,23/32,2019/03/27,London Academy
3,THAYNE SAINSBERRY,49/100,22/32,2019/03/27,London Academy
4,GASPARO OVERILL,68/100,23/32,2019/03/27,London Academy
5,DARB HEINSSEN,61/100,19/32,2019/03/27,London Academy
6,STEPHANI LIBBY,55/100,17/32,2019/03/27,London Academy
7,WHITNEY WOODGER,54/100,15/32,2019/03/27,London Academy
8,CLIFFORD HINKS,48/100,17/32,2019/03/27,London Academy
9,ROZAMOND WILTON,50/100,19/32,2019/03/27,London Academy
10,AUBERT CAWTHERAY,61/100,21/32,2019/03/27,London Academy
11,ELSA HALLGARTH,57/100,23/32,2019/03/27,London Academy
12,BERNETE FIDELE,49/100,22/32,2019/03/27,London Academy
13,WEB SEGRAVE,54/100,24/32,2019/03/27,London Academy
14,PHYLYS FLORY,65/100,19/32,2019/03/27,London Academy
15,KEELEY OSBURN,64/100,22/32,2019/03/27,London Academy
16,CHARO LORENT,57/100,18/32,2019/03/27,London Academy
17,STACEY DE VUYST,64/100,26/32,2019/03/27,London Academy
18,MYRLENE OLYFANT,51/100,23/32,2019/03/27,London Academy
19,ROZELE ZANICCHELLI,45/100,19/32,2019/03/27,London Academy
20,LOTTIE JANMAN,46/100,24/32,2019/03/27,London Academy
21,REGAN DYBALL,65/100,20/32,2019/03/27,London Academy
22,CYBIL MANDRAKE,50/100,19/32,2019/03/27,London Academy
23,ROZANNE BURHOUSE,56/100,21/32,2019/03/27,London Academy
24,AURIE LOBLE,49/100,23/32,2019/03/27,London Academy
25,ADELBERT VERRICK,60/100,24/32,2019/03/27,London Academy
0,MECHELLE LARKWORTHY,43/100,20/32,2019/11/27,London Academy
1,SAMANTHA LANPHERE,48/100,14/32,2019/11/27,London Academy
2,LINDSEY ANSTEY,50/100,23/32,2019/11/27,London Academy
3,WILLABELLA REDDINGS,47/100,22/32,2019/11/27,London Academy
4,MABEL WATTINS,61/100,22/32,2019/11/27,London Academy
5,BENTON CULLEN,54/100,17/32,2019/11/27,London Academy
6,TADD VALLERINE,55/100,12/32,2019/11/27,London Academy
7,CLAUDELLE VASNETSOV,52/100,19/32,2019/11/27,London Academy
8,KYLIE DALMON,43/100,26/32,2019/11/27,London Academy
9,KONSTANZE TRYNOR,56/100,21/32,2019/11/27,London Academy
10,WILL COSSUM,49/100,24/32,2019/11/27,London Academy
11,CONSUELO PENGELLEY,53/100,16/32,2019/11/27,London Academy
12,KORALLE BARTOCCI,59/100,19/32,2019/11/27,London Academy
13,ELBERT NIGHTINGALE,49/100,24/32,2019/11/27,London Academy
14,BIBBIE GOSFORD,59/100,23/32,2019/11/27,London Academy
15,PRISCELLA AKASTER,46/100,17/32,2019/11/27,London Academy
16,BIL PEARS,51/100,16/32,2019/11/27,London Academy
17,PATRICIO DYTER,62/100,22/32,2019/11/27,London Academy
18,MICHELE BRISTOWE,61/100,20/32,2019/11/27,London Academy
19,ROIS TAMES,46/100,22/32,2019/11/27,London Academy
20,CARRIE JACQUEMARD,43/100,22/32,2019/11/27,London Academy
21,JEDD INGGALL,65/100,24/32,2019/11/27,London Academy
22,JEANELLE BIESTY,45/100,23/32,2019/11/27,London Academy
23,AMALEA HARRELL,54/100,17/32,2019/11/27,London Academy
24,YALE LASHLEY,40/100,25/32,2019/11/27,London Academy
25,CLEMENTINE BRADICK,54/100,20/32,2019/11/27,London Academy
26,WOODMAN PIETRUSIAK,54/100,12/32,2019/11/27,London Academy
27,AINSLEY GOGERTY,66/100,19/32,2019/11/27,London Academy
28,ALASTAIR FILIPOWICZ,52/100,16/32,2019/11/27,London Academy
29,BRANDER VICENT,67/100,19/32,2019/11/27,London Academy
30,GENEVA BELDON,50/100,17/32,2019/11/27,London Academy
31,ADAMS LUX,55/100,20/32,2019/11/27,London Academy
32,CESARE BAYLAY,65/100,21/32,2019/11/27,London Academy
33,ROSMUNDA BRIMICOMBE,63/100,24/32,2019/11/27,London Academy
34,TATUM JEANNET,69/100,20/32,2019/11/27,London Academy
35,STEPHANNIE TICHNER,41/100,24/32,2019/11/27,London Academy
36,DARILL DRANE,61/100,18/32,2019/11/27,London Academy
37,SOLLIE SPINDLER,59/100,23/32,2019/11/27,London Academy
0,SYDEL FENNE,61/100,19/32,2019/08/28,London Academy
1,FONZ AVELINE,57/100,14/32,2019/08/28,London Academy
2,EDGAR ANNESLEY,57/100,17/32,2019/08/28,London Academy
3,MOISE ZEALEY,57/100,13/32,2019/08/28,London Academy
4,ROBERTA FAULO,32/100,21/32,2019/08/28,London Academy
5,QUINTA COWDRAY,65/100,22/32,2019/08/28,London Academy
6,VICKI QUARTERMAN,46/100,21/32,2019/08/28,London Academy
7,FAYRE HELD,48/100,21/32,2019/08/28,London Academy
8,FANNI POLHILL,52/100,18/32,2019/08/28,London Academy
9,ALICIA HRUSKA,51/100,15/32,2019/08/28,London Academy
10,CLAUDIO O'HENEGHAN,38/100,19/32,2019/08/28,London Academy
11,BERKY BAILEY,51/100,22/32,2019/08/28,London Academy
12,HARRIETT SAFFIN,58/100,16/32,2019/08/28,London Academy
13,POOH CHRISTY,60/100,26/32,2019/08/28,London Academy
14,ALLINA GRELKA,55/100,18/32,2019/08/28,London Academy
15,ROZALIN SUMMERSCALES,64/100,26/32,2019/08/28,London Academy
16,CARCE CAPEL,58/100,20/32,2019/08/28,London Academy
17,CORREY CLEMONT,51/100,15/32,2019/08/28,London Academy
18,BRITT SUMMERGILL,52/100,25/32,2019/08/28,London Academy
19,KINGSLEY HARDAKER,55/100,15/32,2019/08/28,London Academy
20,SELIA ANNELL,33/100,19/32,2019/08/28,London Academy
21,SHARITY HAWKSWELL,43/100,24/32,2019/08/28,London Academy
22,PARNELL WEDDUP,48/100,23/32,2019/08/28,London Academy
23,JOHANNAH HOLWELL,47/100,25/32,2019/08/28,London Academy
24,BO FARGIE,56/100,19/32,2019/08/28,London Academy
25,PAULY GILLBEE,51/100,20/32,2019/08/28,London Academy
26,SAUNDRA FUZZENS,57/100,18/32,2019/08/28,London Academy
27,COURTNEY WENMAN,54/100,15/32,2019/08/28,London Academy
0,VACHEL MC MEEKIN,54/100,20/32,2019/02/28,Birmingham Academy
1,IAN GIORGIETTO,53/100,23/32,2019/02/28,Birmingham Academy
2,ARLANA COWL,45/100,22/32,2019/02/28,Birmingham Academy
3,ELANE TROLLOPE,45/100,25/32,2019/02/28,Birmingham Academy
4,HERB GILARDI,48/100,19/32,2019/02/28,Birmingham Academy
5,IRWIN SCOURGE,38/100,24/32,2019/02/28,Birmingham Academy
6,CROSBY ELIASSON,67/100,23/32,2019/02/28,Birmingham Academy
7,KIMBERLEY MCGEOUCH,64/100,18/32,2019/02/28,Birmingham Academy
8,GASPARD DUNN,59/100,21/32,2019/02/28,Birmingham Academy
9,RICI WILLINGALE,57/100,25/32,2019/02/28,Birmingham Academy
10,AUGUSTE ARMSTEAD,55/100,17/32,2019/02/28,Birmingham Academy
11,KERBY TRANFIELD,61/100,22/32,2019/02/28,Birmingham Academy
12,JEROMY GAUNTLEY,72/100,22/32,2019/02/28,Birmingham Academy
13,JACOB ESLEY,62/100,22/32,2019/02/28,Birmingham Academy
14,KATLEEN SIDDON,50/100,16/32,2019/02/28,Birmingham Academy
15,ROSMUNDA DIONISETTI,54/100,24/32,2019/02/28,Birmingham Academy
16,LULA TITLEY,47/100,18/32,2019/02/28,Birmingham Academy
17,ELINORE BEVIS,51/100,24/32,2019/02/28,Birmingham Academy
18,RAE DALLAGHAN,49/100,21/32,2019/02/28,Birmingham Academy
19,CASAR BROSEMAN,64/100,23/32,2019/02/28,Birmingham Academy
20,THORPE PETTETT,50/100,18/32,2019/02/28,Birmingham Academy
21,ADIANA ALMEY,58/100,21/32,2019/02/28,Birmingham Academy
22,JDAVIE BOOLS,49/100,24/32,2019/02/28,Birmingham Academy
23,ALMIRE DWYER,48/100,21/32,2019/02/28,Birmingham Academy
24,ALICK PADKIN,57/100,26/32,2019/02/28,Birmingham Academy
25,EDGARDO HEMPHALL,50/100,17/32,2019/02/28,Birmingham Academy
0,THOMASA MARLOR,43/100,22/32,2019/03/28,Birmingham Academy
1,CORDEY RIGARDEAU,62/100,21/32,2019/03/28,Birmingham Academy
2,ROMEO ROACHE,57/100,23/32,2019/03/28,Birmingham Academy
3,BUNNI LOCARD,54/100,18/32,2019/03/28,Birmingham Academy
4,ALAN HEALD,59/100,21/32,2019/03/28,Birmingham Academy
5,ROZE SOMERBELL,62/100,24/32,2019/03/28,Birmingham Academy
6,EZEQUIEL GUTCH,52/100,19/32,2019/03/28,Birmingham Academy
7,CHANCEY MOREY,51/100,22/32,2019/03/28,Birmingham Academy
8,LEONHARD FILKIN,57/100,21/32,2019/03/28,Birmingham Academy
9,NADA NIESE,58/100,17/32,2019/03/28,Birmingham Academy
10,ISAHELLA HADDLESTON,54/100,26/32,2019/03/28,Birmingham Academy
11,MERRY WALKOWSKI,49/100,17/32,2019/03/28,Birmingham Academy
12,ERNIE PROSCHEK,62/100,25/32,2019/03/28,Birmingham Academy
13,OPAL MACKINDER,55/100,12/32,2019/03/28,Birmingham Academy
14,ALEECE ADDICOTT,60/100,18/32,2019/03/28,Birmingham Academy
15,CARY EDWICKE,69/100,24/32,2019/03/28,Birmingham Academy
16,ANSON STREAK,44/100,19/32,2019/03/28,Birmingham Academy
17,DURANT DELL 'ORTO,54/100,16/32,2019/03/28,Birmingham Academy
18,FABIAN DUNNET,43/100,23/32,2019/03/28,Birmingham Academy
19,CARLY ROGGE,62/100,24/32,2019/03/28,Birmingham Academy
20,MAME KNEAPHSEY,53/100,24/32,2019/03/28,Birmingham Academy
21,GLENN COAKER,59/100,20/32,2019/03/28,Birmingham Academy
22,YANCE GRENFELL,52/100,15/32,2019/03/28,Birmingham Academy
23,DAR LANG,37/100,23/32,2019/03/28,Birmingham Academy
24,OFELIA CROW,51/100,21/32,2019/03/28,Birmingham Academy
25,NEELY ALEKSICH,53/100,20/32,2019/03/28,Birmingham Academy
0,HARTWELL CANDWELL,60/100,19/32,2019/05/28,London Academy
1,ERMINA MITCHALL,54/100,13/32,2019/05/28,London Academy
2,HUMFRID STRAFEN,45/100,21/32,2019/05/28,London Academy
3,GRANGER CARAYOL,51/100,22/32,2019/05/28,London Academy
4,FINLAY LEPICK,41/100,20/32,2019/05/28,London Academy
5,SAMMIE GOBY,49/100,20/32,2019/05/28,London Academy
6,FERDINANDE PAULINO,49/100,14/32,2019/05/28,London Academy
7,EMANUELE EPTON,49/100,21/32,2019/05/28,London Academy
8,HERMIONE TOMSETT,41/100,13/32,2019/05/28,London Academy
9,IGNACIUS PLEASAUNCE,55/100,17/32,2019/05/28,London Academy
10,GAV RANTOUL,50/100,13/32,2019/05/28,London Academy
11,SLOANE PHILBROOK,66/100,19/32,2019/05/28,London Academy
12,LEE MCILMOROW,55/100,20/32,2019/05/28,London Academy
13,JIM JOINT,53/100,18/32,2019/05/28,London Academy
14,BRITTNEY REIMER,51/100,27/32,2019/05/28,London Academy
15,ALEX BORKETT,46/100,22/32,2019/05/28,London Academy
16,JEROMY FOMICHKIN,55/100,21/32,2019/05/28,London Academy
17,ROBINSON STICKLES,58/100,22/32,2019/05/28,London Academy
0,GARVY DINSDALE,51/100,24/32,2019/11/28,Birmingham Academy
1,AUBE BENKHE,49/100,19/32,2019/11/28,Birmingham Academy
2,FIN LUNG,52/100,21/32,2019/11/28,Birmingham Academy
3,SHANDIE MUIR,52/100,21/32,2019/11/28,Birmingham Academy
4,LATASHIA BRAMPTON,48/100,21/32,2019/11/28,Birmingham Academy
5,LIB HALLIBURTON,54/100,20/32,2019/11/28,Birmingham Academy
6,DONALT PINKSTONE,58/100,21/32,2019/11/28,Birmingham Academy
7,RAFAELIA COWE,58/100,22/32,2019/11/28,Birmingham Academy
8,TUCKIE POSTGATE,54/100,16/32,2019/11/28,Birmingham Academy
9,HORATIA TRESISE,52/100,16/32,2019/11/28,Birmingham Academy
10,KRISTOFER TRUNDLE,45/100,21/32,2019/11/28,Birmingham Academy
11,CHERRITA WINGATE,59/100,17/32,2019/11/28,Birmingham Academy
12,CELISSE MERIGUET,48/100,21/32,2019/11/28,Birmingham Academy
13,ROBINETT MCPHATE,56/100,22/32,2019/11/28,Birmingham Academy
14,FRAYDA CRICKMOOR,59/100,23/32,2019/11/28,Birmingham Academy
15,SUZANNA DUNSTALL,59/100,16/32,2019/11/28,Birmingham Academy
16,COURTNEY RAYNHAM,40/100,27/32,2019/11/28,Birmingham Academy
17,JACENTA COUCHE,49/100,23/32,2019/11/28,Birmingham Academy
18,LANNY WILLINGHAM,52/100,16/32,2019/11/28,Birmingham Academy
19,MARJA MORFIELD,68/100,20/32,2019/11/28,Birmingham Academy
20,MADELYN PETRENKO,49/100,17/32,2019/11/28,Birmingham Academy
0,HANNAH MESSUM,56/100,21/32,2019/08/29,Birmingham Academy
1,KERMY CAVES,51/100,21/32,2019/08/29,Birmingham Academy
2,MAURICE YAKHIN,63/100,22/32,2019/08/29,Birmingham Academy
3,JAE RENNOLDS,58/100,15/32,2019/08/29,Birmingham Academy
4,LINDSEY GERWOOD,56/100,18/32,2019/08/29,Birmingham Academy
5,DYLAN LLEWELLEN,62/100,16/32,2019/08/29,Birmingham Academy
6,BERRY FREED,67/100,15/32,2019/08/29,Birmingham Academy
7,FRAZIER BAYSTON,52/100,15/32,2019/08/29,Birmingham Academy
8,ORALLE BRUNONE,37/100,19/32,2019/08/29,Birmingham Academy
9,JOELIE ELFITT,56/100,18/32,2019/08/29,Birmingham Academy
10,LAZARUS HOOKE,62/100,22/32,2019/08/29,Birmingham Academy
11,WINONA RUBINOWITZ,70/100,23/32,2019/08/29,Birmingham Academy
12,APPOLONIA JOVIS,51/100,22/32,2019/08/29,Birmingham Academy
13,WILLI TAGG,48/100,21/32,2019/08/29,Birmingham Academy
14,TRIS LANDREAN,58/100,24/32,2019/08/29,Birmingham Academy
15,MEAD STOLTING,56/100,24/32,2019/08/29,Birmingham Academy
16,CHERE SIDDENS,57/100,23/32,2019/08/29,Birmingham Academy
17,QUERIDA ANTONACCI,65/100,26/32,2019/08/29,Birmingham Academy
18,NIL STEWART,43/100,21/32,2019/08/29,Birmingham Academy
19,PETRONILLE DOUGHARTY,64/100,20/32,2019/08/29,Birmingham Academy
20,GENA HUMBLES,58/100,16/32,2019/08/29,Birmingham Academy
21,DONIELLE GODBALL,46/100,22/32,2019/08/29,Birmingham Academy
22,KAIN LOWNE,73/100,22/32,2019/08/29,Birmingham Academy
23,CHRISTINE SCALERA,49/100,21/32,2019/08/29,Birmingham Academy
24,GENEVA WINSCOMB,54/100,12/32,2019/08/29,Birmingham Academy
25,RANDAL TILLIARD,43/100,25/32,2019/08/29,Birmingham Academy
26,DIDI STRONOUGH,50/100,16/32,2019/08/29,Birmingham Academy
27,GILBERT GULC,45/100,19/32,2019/08/29,Birmingham Academy
28,CLIM LOVIE,55/100,22/32,2019/08/29,Birmingham Academy
29,FERREL LISSANDRINI,65/100,17/32,2019/08/29,Birmingham Academy
30,JUNIA COLLINS,57/100,18/32,2019/08/29,Birmingham Academy
31,JULE CORKE,59/100,18/32,2019/08/29,Birmingham Academy
32,GARETH DE MICOLI,49/100,26/32,2019/08/29,Birmingham Academy
0,SKIPPY WORRELL,58/100,25/32,2019/01/29,London Academy
1,ALLYN NAZAIR,54/100,22/32,2019/01/29,London Academy
2,CLY GREATREX,60/100,18/32,2019/01/29,London Academy
3,CASSIUS WHATLING,68/100,18/32,2019/01/29,London Academy
4,SALVIDOR DALRYMPLE,51/100,24/32,2019/01/29,London Academy
5,RALF HEINTZE,48/100,16/32,2019/01/29,London Academy
6,SILEAS GOLSON,65/100,16/32,2019/01/29,London Academy
7,CAREN STERTE,56/100,19/32,2019/01/29,London Academy
8,LUCITA PETTMAN,50/100,20/32,2019/01/29,London Academy
9,ADRIANNA LYDDIARD,53/100,21/32,2019/01/29,London Academy
10,NOAH PETRICEK,61/100,22/32,2019/01/29,London Academy
11,HALLI PURCELL,66/100,17/32,2019/01/29,London Academy
12,ALEXANDRO GUYAN,59/100,19/32,2019/01/29,London Academy
13,GARDIE DAMSELL,64/100,21/32,2019/01/29,London Academy
14,SULLY RECHERT,60/100,22/32,2019/01/29,London Academy
15,RICCARDO OADE,62/100,19/32,2019/01/29,London Academy
16,CAREY SEVERN,61/100,17/32,2019/01/29,London Academy
17,SALOMON COSTELLOW,53/100,27/32,2019/01/29,London Academy
18,KALLI MCGARRIE,65/100,23/32,2019/01/29,London Academy
19,GAYEL MEINEKING,55/100,19/32,2019/01/29,London Academy
0,SELIA DIEM,47/100,18/32,2019/05/29,London Academy
1,LAUREL EBBERS,54/100,16/32,2019/05/29,London Academy
2,ARDYS RUPPELE,63/100,20/32,2019/05/29,London Academy
3,FLORINA SUDLOW,64/100,24/32,2019/05/29,London Academy
4,ETTA WHITEMARSH,46/100,25/32,2019/05/29,London Academy
5,LIANE LORENTE,52/100,19/32,2019/05/29,London Academy
6,DARBEE GOSLIN,52/100,27/32,2019/05/29,London Academy
7,ORLY EAKLE,46/100,22/32,2019/05/29,London Academy
8,ADLAI GAHAGAN,54/100,29/32,2019/05/29,London Academy
9,BLAYNE JENNE,63/100,21/32,2019/05/29,London Academy
10,PANSY TRANCKLE,50/100,17/32,2019/05/29,London Academy
11,TANIA LEMME,49/100,17/32,2019/05/29,London Academy
12,YUMA HENRION,56/100,25/32,2019/05/29,London Academy
13,EDI JIGGINS,47/100,17/32,2019/05/29,London Academy
14,FAY BEAUTYMAN,61/100,17/32,2019/05/29,London Academy
15,SOSANNA RAWLINGS,51/100,22/32,2019/05/29,London Academy
16,SYDEL TILNE,65/100,17/32,2019/05/29,London Academy
17,DIANNA BREWETT,55/100,20/32,2019/05/29,London Academy
18,ROBBY ARIAS,50/100,23/32,2019/05/29,London Academy
19,SANDOR ATACK,50/100,18/32,2019/05/29,London Academy
20,WANIDS GLIDDER,61/100,18/32,2019/05/29,London Academy
21,WILLETTE JOWLE,49/100,21/32,2019/05/29,London Academy
22,RIK JURICK,68/100,23/32,2019/05/29,London Academy
23,CORREY MOULDS,50/100,19/32,2019/05/29,London Academy
24,HEDWIG ALBUTT,59/100,22/32,2019/05/29,London Academy
25,DALIS GAMBLES,57/100,24/32,2019/05/29,London Academy
26,SYDNEY PIGOT,54/100,15/32,2019/05/29,London Academy
27,DONALT KINCEY,53/100,18/32,2019/05/29,London Academy
28,HASKEL OLDROYDE,51/100,19/32,2019/05/29,London Academy
29,DARRIN PERRELLE,62/100,23/32,2019/05/29,London Academy
0,SUKEY BENEDICTO,60/100,22/32,2019/10/29,London Academy
1,ADLAI FERNS,50/100,21/32,2019/10/29,London Academy
2,FERDINAND ADLARD,66/100,13/32,2019/10/29,London Academy
3,AUGUSTA GILFOY,59/100,17/32,2019/10/29,London Academy
4,GLEDA GIACOMOZZO,53/100,14/32,2019/10/29,London Academy
5,TAMI STUDDAL,52/100,23/32,2019/10/29,London Academy
6,HENDRIKA MACLEOD,55/100,17/32,2019/10/29,London Academy
7,STEPHI DUCKERING,54/100,19/32,2019/10/29,London Academy
8,ALICIA TIMMIS,45/100,26/32,2019/10/29,London Academy
9,DE WITT O'DOWD,46/100,21/32,2019/10/29,London Academy
10,VAUGHAN BORCHARDT,61/100,19/32,2019/10/29,London Academy
11,REG VANSHIN,41/100,21/32,2019/10/29,London Academy
12,ASHLEY WOODVINE,57/100,21/32,2019/10/29,London Academy
13,DEMETRA DARMODY,59/100,24/32,2019/10/29,London Academy
14,EMALIA NAILE,59/100,23/32,2019/10/29,London Academy
15,GISELA ANDREA,54/100,15/32,2019/10/29,London Academy
16,ROBBIE VIZOR,53/100,15/32,2019/10/29,London Academy
17,OTHA KIMM,56/100,23/32,2019/10/29,London Academy
18,CHICO HEADLEY,54/100,23/32,2019/10/29,London Academy
19,LORRIN TREMBLOT,54/100,15/32,2019/10/29,London Academy
20,SHER SALDLER,49/100,17/32,2019/10/29,London Academy
0,JOHANNA INOLD,52/100,19/32,2019/04/03,London Academy
1,BABETTE MCGLOUGHLIN,52/100,19/32,2019/04/03,London Academy
2,ORION DINES,51/100,19/32,2019/04/03,London Academy
3,GAYLA BOWNAS,60/100,18/32,2019/04/03,London Academy
4,WILLOW KARP,54/100,17/32,2019/04/03,London Academy
5,ALANNA FRANE,59/100,19/32,2019/04/03,London Academy
6,CHELSEA MILLWARD,63/100,25/32,2019/04/03,London Academy
7,STEFAN GERSAM,53/100,20/32,2019/04/03,London Academy
8,CARLINE ZUKER,55/100,23/32,2019/04/03,London Academy
9,DERMOT LAMBOURNE,50/100,13/32,2019/04/03,London Academy
10,EMMEY WADFORTH,54/100,20/32,2019/04/03,London Academy
11,REA LINDWASSER,48/100,25/32,2019/04/03,London Academy
12,TABBY HENRYCH,59/100,17/32,2019/04/03,London Academy
13,KALLE WAINE,55/100,19/32,2019/04/03,London Academy
14,ABEU BOURCQ,60/100,16/32,2019/04/03,London Academy
15,STELLA ULSTER,65/100,26/32,2019/04/03,London Academy
16,SAYER WEEDON,57/100,20/32,2019/04/03,London Academy
17,JOYCE TURBITT,55/100,23/32,2019/04/03,London Academy
18,CINDERELLA CHEDZOY,61/100,23/32,2019/04/03,London Academy
19,ROCHELL RESTON,60/100,20/32,2019/04/03,London Academy
20,ERIK GERVAISE,53/100,15/32,2019/04/03,London Academy
21,SERGEI KENRICK,47/100,22/32,2019/04/03,London Academy
22,SUSETTE TREGUNNAH,54/100,20/32,2019/04/03,London Academy
23,BARRY BASSETT,44/100,24/32,2019/04/03,London Academy
24,BRION GRISHECHKIN,50/100,18/32,2019/04/03,London Academy
25,GUNTER CATTO,49/100,23/32,2019/04/03,London Academy
26,SHIRL BOULD,52/100,18/32,2019/04/03,London Academy
27,ROCKEY PIETESCH,59/100,14/32,2019/04/03,London Academy
28,KRISTIN MUNSON,49/100,20/32,2019/04/03,London Academy
29,LATISHA IBEL,61/100,20/32,2019/04/03,London Academy
0,DORTHEA SHAXBY,59/100,12/32,2019/12/03,London Academy
1,RINGO GOOSEY,51/100,24/32,2019/12/03,London Academy
2,ALI BONDS,55/100,21/32,2019/12/03,London Academy
3,SAREE LANGSTON,38/100,19/32,2019/12/03,London Academy
4,BARTON MOAR,55/100,24/32,2019/12/03,London Academy
5,WALDON DAVIDOWSKY,48/100,25/32,2019/12/03,London Academy
6,ANN-MARIE PEDDOWE,57/100,12/32,2019/12/03,London Academy
7,BEILUL CRANNACH,53/100,25/32,2019/12/03,London Academy
8,BRANDON LOTHERINGTON,55/100,20/32,2019/12/03,London Academy
